nifa,net_tfa,tw,age,inc,fsize,educ,db,marr,twoearn,e401,p401,pira,hown
1085,-6415,24585,31,52350,4,14,1,1,1,0,0,0,0
2500,500,30350,46,36120,1,14,0,0,0,0,0,1,1
699,699,70699,59,19203,2,12,0,1,0,0,0,0,1
0,0,1500,58,17448,1,8,1,0,0,0,0,0,0
28020,28020,33562,34,12144,1,14,0,0,0,0,0,0,0
0,0,500,31,17901,3,9,0,0,0,0,0,0,0
500,500,3000,32,25338,5,13,0,1,1,0,0,0,0
0,0,8000,29,29355,5,12,0,1,1,0,0,0,0
6600,17396,77396,61,33090,2,12,0,1,0,0,0,1,1
154,154,4154,25,28728,4,9,0,1,1,0,0,0,0
10999,10999,13499,25,36600,1,16,0,0,0,0,0,0,0
6500,-5500,-1834,28,27546,1,16,0,0,0,0,0,0,0
650,-3650,-300,50,12240,2,12,0,0,0,0,0,0,0
0,0,0,48,7200,3,12,0,1,0,0,0,0,0
1400,600,6100,47,13800,1,12,0,0,0,0,0,0,0
1227,652,16772,31,32295,4,13,0,1,1,0,0,0,1
5300,2300,15300,37,47772,3,12,0,1,1,0,0,0,1
3600,5100,5100,30,29616,3,16,0,1,1,0,0,1,0
2686,86,33886,36,32073,4,12,0,1,1,0,0,0,0
0,0,0,39,20148,2,12,0,0,0,0,0,0,0
65,-453,1855,33,15000,7,12,0,1,0,0,0,0,1
1548,1348,58101,56,82977,2,17,1,1,1,0,0,0,1
825,-975,23325,34,19362,5,12,0,1,0,0,0,0,1
400,400,400,33,12264,5,6,0,1,0,0,0,0,0
0,0,0,30,10200,1,12,0,0,0,0,0,0,0
77084,88868,158786,61,59940,2,10,0,1,0,0,0,1,1
90,-30910,-23910,29,24384,2,16,0,1,1,0,0,0,0
200,-2800,22580,38,20058,3,12,1,0,0,0,0,0,1
500,-9500,-6800,27,28800,1,12,0,0,0,0,0,0,0
10199,6435,10860,44,46740,1,18,1,0,0,0,0,0,0
600,200,200,31,16560,1,13,0,0,0,0,0,0,0
0,0,0,58,8607,2,10,0,0,0,0,0,0,0
100550,99350,169350,62,26880,3,12,0,1,0,0,0,0,1
200,-1800,31200,33,49428,4,16,0,1,1,0,0,0,1
0,0,18275,39,4872,2,18,0,0,0,0,0,0,1
0,-3000,4884,42,13203,1,13,0,0,0,0,0,0,1
371,371,371,43,20697,4,12,0,1,1,0,0,0,0
18500,11500,18000,26,37350,1,16,1,0,0,0,0,0,1
0,0,3350,64,7674,1,2,0,0,0,0,0,0,0
350,350,23700,29,17340,1,12,0,0,0,0,0,0,1
47000,47000,347000,56,91692,2,12,0,1,1,0,0,0,1
70010,70010,225010,61,121722,2,16,0,1,0,0,0,0,1
1000,4950,35450,43,54723,3,16,1,1,1,0,0,1,1
499,499,999,30,15330,2,15,0,0,0,0,0,0,0
100,-4900,3175,48,12513,1,16,0,0,0,0,0,0,0
1200,-1100,129900,54,18288,2,9,0,0,0,0,0,0,1
10190,12940,25440,36,24048,1,16,0,0,0,0,0,1,1
2499,-2801,2199,53,40926,3,12,0,1,1,0,0,0,1
499,199,1474,35,33012,3,14,0,0,0,0,0,0,0
84005,89410,166206,51,65865,2,12,0,1,1,0,0,1,1
900,900,20566,64,12642,2,10,0,0,0,0,0,0,1
1300,1000,1000,61,35100,5,12,0,0,0,0,0,0,0
400,-10500,-10500,32,67422,4,12,0,1,1,0,0,0,0
669,-2881,-281,29,25899,1,18,0,0,0,0,0,0,1
65000,71000,122050,47,35334,1,12,0,0,0,0,0,1,1
400,-3400,8933,27,21900,1,14,0,0,0,0,0,0,0
19750,19650,19650,61,17253,1,12,1,0,0,0,0,0,0
50025,50025,50025,29,64560,2,16,1,1,1,0,0,0,0
8710,8460,30735,26,24300,1,12,0,0,0,0,0,0,1
5,5,505,31,10200,1,12,0,0,0,0,0,0,0
0,0,1500,35,11844,2,11,0,0,0,0,0,0,0
200,-1450,24550,63,31209,5,12,0,1,0,0,0,0,1
433,-1822,4878,30,35550,4,12,0,1,0,0,0,0,1
58121,58121,167192,51,136914,2,12,1,1,1,0,0,0,1
7499,9499,74999,50,41775,1,12,1,0,0,0,0,1,1
200,200,5700,32,30186,2,12,0,1,1,0,0,0,1
16849,12079,24879,44,21411,2,12,0,1,1,0,0,0,1
1000,300,14800,62,26808,2,17,0,1,0,0,0,0,1
220,-6380,18620,40,50817,5,12,0,1,1,0,0,0,1
8599,6999,61849,40,916,1,12,0,0,0,0,0,0,1
0,0,7350,34,44625,1,12,0,0,0,0,0,0,0
154,754,2254,35,22443,5,12,0,1,0,0,0,1,1
7249,3049,204774,37,48705,3,18,0,0,0,0,0,0,1
35000,55000,127000,63,55500,2,15,0,1,0,0,0,1,1
1749,1749,63749,27,10941,1,12,0,0,0,0,0,0,1
300,300,300,34,14304,1,12,1,0,0,0,0,0,0
30,-62,-62,31,9096,2,12,0,0,0,0,0,0,0
500,-8700,17300,31,40473,4,12,0,1,1,0,0,0,1
0,0,5242,49,13950,6,13,0,0,0,0,0,0,0
0,0,0,41,18306,2,13,1,0,0,0,0,0,0
300,-4300,158700,53,12882,2,12,0,0,0,0,0,0,1
964,-136,4864,38,20820,5,16,0,1,0,0,0,0,0
9150,4150,32850,47,17010,3,10,0,1,0,0,0,0,1
1360,7360,182360,42,30417,4,16,0,1,1,0,0,1,1
12599,12599,65599,43,33366,1,12,1,0,0,0,0,0,1
36,36,1536,32,14997,12,12,0,1,0,0,0,0,0
224098,226048,1009673,51,63225,3,16,0,0,0,0,0,1,1
100,100,10100,26,15906,4,12,0,0,0,0,0,0,1
0,-14000,-14000,35,33120,4,10,0,1,1,0,0,0,0
1050,950,38950,54,20172,2,17,0,1,0,0,0,0,1
3630,3630,7230,34,34323,2,13,0,0,0,0,0,0,0
0,0,4679,25,22683,1,16,0,0,0,0,0,0,0
799,-1201,23499,51,49830,2,12,1,1,1,0,0,0,1
0,-600,-600,60,7650,2,3,0,0,0,0,0,0,0
20,-780,-780,31,18813,3,14,0,1,1,0,0,0,0
0,0,2000,33,45951,4,12,0,1,1,0,0,0,0
3998,2998,8998,36,46422,3,13,0,1,1,0,0,0,0
301,-799,-799,30,32784,2,13,0,1,1,0,0,0,0
749,349,123802,39,35295,3,14,0,0,0,0,0,0,1
6000,-4000,-4000,57,92160,2,12,0,1,1,0,0,0,0
3500,3500,3500,53,14760,3,12,0,1,0,0,0,0,1
0,-3100,-3100,43,21216,7,10,0,1,1,0,0,0,0
2721,2237,129325,45,37677,3,15,0,0,0,0,0,0,1
1500,-1504,46146,41,9345,1,16,1,0,0,0,0,1,1
9599,5599,49599,64,21372,3,12,0,1,0,0,0,0,1
749,649,27982,26,15981,4,12,1,0,0,0,0,0,1
199,199,249,44,22692,1,12,1,0,0,0,0,0,0
300,300,23103,42,36468,5,15,1,0,0,0,0,0,1
42,-14958,-12078,25,19680,4,11,0,1,0,0,0,0,1
20,20,20,33,21228,4,12,1,1,0,0,0,0,0
20100,22100,77450,35,53010,2,18,0,0,0,0,0,1,1
100,-1900,-1900,31,22011,7,9,0,1,0,0,0,0,1
799,799,9260,37,13185,2,12,0,0,0,0,0,0,0
750,-612,19,28,15045,3,13,0,0,0,0,0,0,0
200,-300,170900,39,43230,3,12,0,1,1,0,0,0,1
20,20,20,30,10803,1,11,1,0,0,0,0,0,0
0,0,750,35,16917,6,12,0,0,0,0,0,0,0
0,0,0,25,20400,1,12,0,0,0,0,0,0,0
1500,-2500,22500,62,17805,3,12,0,1,0,0,0,0,1
332,-1468,2632,25,10500,3,14,0,0,0,0,0,0,0
83400,80400,83400,42,37200,3,12,0,1,0,0,0,0,0
4100,11100,76766,36,18750,1,15,0,0,0,0,0,1,1
6200,5419,24419,46,39582,2,18,1,0,0,0,0,0,1
0,0,0,46,11640,3,8,1,0,0,0,0,0,0
27050,30050,37050,46,38925,4,13,0,1,1,0,0,1,1
3000,2800,2800,62,20526,3,8,0,1,0,0,0,0,0
4,-226,8774,43,10560,3,11,0,0,0,0,0,0,1
45250,47348,140823,49,45729,4,12,0,1,1,0,0,1,1
1700,-800,4200,28,21600,4,12,0,1,0,0,0,0,0
43000,115500,719500,62,61680,2,12,0,1,0,0,0,1,1
500,500,1000,37,29430,1,12,0,0,0,0,0,0,0
0,-1690,-1690,41,20592,3,14,0,0,0,0,0,0,0
37649,-84151,-48188,58,13074,1,11,0,0,0,0,0,0,1
499,20999,23499,51,7470,1,12,0,0,0,0,0,1,1
1509,13209,87609,46,73785,4,12,1,1,1,0,0,1,1
1400,1400,40400,27,86790,4,12,0,1,1,0,0,0,0
100,-1400,-1400,48,19200,5,16,0,0,0,0,0,0,0
105,-295,6704,36,32316,5,12,0,1,0,0,0,0,0
0,0,2280,34,11964,1,12,1,0,0,0,0,0,0
2400,2400,33900,40,21420,1,12,0,0,0,0,0,0,1
3499,12899,49599,42,58938,3,16,1,1,1,0,0,1,1
800,800,3300,31,28089,1,12,0,0,0,0,0,0,0
1100,-2700,31800,30,45810,1,16,0,0,0,0,0,0,1
129,-6831,-3481,44,21288,3,12,0,0,0,0,0,0,0
430,-12970,27030,44,35034,4,14,0,1,1,0,0,0,1
1400,-1300,120700,37,35700,5,12,0,1,0,0,0,0,1
50,-65,-65,26,11232,2,15,0,0,0,0,0,0,0
200,200,4200,63,17418,2,9,0,1,1,0,0,0,1
1584,384,9384,28,29421,2,14,0,1,1,0,0,0,0
704,-1796,20204,44,51552,4,12,1,1,1,0,0,0,1
100,100,1335,26,21216,1,16,1,0,0,0,0,0,0
80000,87600,248842,60,42288,1,12,0,0,0,0,0,1,1
15,-2785,-2035,32,6312,1,11,0,0,0,0,0,0,0
1100,-700,-700,35,43233,4,12,0,1,1,0,0,0,1
235,-2065,-2065,43,25068,4,14,1,0,0,0,0,0,0
3000,500,9575,33,30192,1,16,0,0,0,0,0,0,1
0,-1300,-1300,26,12240,6,4,0,1,0,0,0,0,0
4999,2899,35899,52,35340,2,11,0,1,1,0,0,0,1
655,9055,15055,39,34908,3,12,0,1,1,0,0,1,0
1300,1300,1300,50,16269,5,11,0,1,0,0,0,0,0
0,0,170,43,3420,2,9,0,0,0,0,0,0,0
1500,-750,19250,31,31470,2,13,0,1,1,0,0,1,1
4350,8750,167493,43,32106,2,12,0,0,0,0,0,1,1
0,0,0,33,8670,2,13,0,1,0,0,0,0,0
1500,-4800,67200,35,47922,4,12,1,1,0,0,0,0,1
4645,2295,63595,54,20226,3,12,0,1,1,0,0,0,1
20,-180,1385,59,10788,1,10,1,0,0,0,0,0,0
8034,7234,32291,54,98784,3,12,0,1,1,0,0,0,1
0,-600,5149,29,7788,3,12,0,0,0,0,0,0,0
0,-1538,2666,28,12636,2,14,0,0,0,0,0,0,1
0,5900,37161,42,41883,1,16,1,0,0,0,0,1,1
202699,219699,444699,59,144534,2,18,1,1,0,0,0,1,1
1180,1180,96180,51,26262,4,12,0,1,1,0,0,0,1
0,0,4116,27,33864,1,15,0,0,0,0,0,0,1
1000,1000,1000,36,19791,1,11,1,0,0,0,0,0,0
0,-600,-600,26,12375,4,11,0,1,0,0,0,0,0
300,-2200,-2200,37,28050,6,13,0,1,0,0,0,0,0
3100,1600,31600,39,77919,6,17,0,1,1,0,0,0,1
13300,29200,69390,61,42744,3,12,0,1,0,0,0,1,1
2150,2150,72150,46,77235,5,12,1,1,1,0,0,0,1
550,550,1800,48,20970,4,10,0,0,0,0,0,0,0
21,-929,30621,40,30936,4,13,1,0,0,0,0,0,1
14813,14813,28163,64,6450,3,11,0,0,0,0,0,0,1
0,0,40000,35,17244,6,15,1,1,1,0,0,0,1
700,700,5700,34,34800,3,10,0,1,1,0,0,0,0
12500,12400,69400,31,50388,2,15,0,1,1,0,0,0,1
1000,-9000,-9000,37,45426,4,15,0,1,1,0,0,0,0
500,0,15000,40,53091,3,12,0,1,1,0,0,0,1
449,-51,-5850,51,24063,2,13,0,0,0,0,0,0,1
13100,11900,236086,55,56598,4,17,0,1,1,0,0,0,1
0,0,0,29,9900,3,1,0,0,0,0,0,0,0
0,0,2666,55,4080,2,14,0,0,0,0,0,0,0
1000,-1500,175,34,30255,4,14,0,0,0,0,0,0,0
400,-100,6400,33,20250,1,12,0,0,0,0,0,0,0
2399,8399,63399,42,47934,4,17,1,1,1,0,0,1,1
550,-2450,-2450,36,25812,3,16,0,1,0,0,0,0,0
27000,29000,34493,29,12690,1,18,0,0,0,0,0,1,0
500,-11700,-9711,37,56529,2,12,1,1,1,0,0,0,1
0,0,30195,39,19635,5,12,0,1,0,0,0,0,1
800,-7996,-7996,51,25200,2,14,0,1,0,0,0,0,0
14999,13349,71349,33,53700,4,12,0,1,1,0,0,0,0
750,-750,105750,56,15006,3,12,0,0,0,0,0,0,1
1500,-17900,-14900,40,29190,5,17,0,0,0,0,0,0,1
400,400,400,61,10032,1,12,0,0,0,0,0,0,0
17699,16199,36557,39,50250,4,18,0,0,0,0,0,0,1
1400,-1400,5933,52,28344,2,12,1,0,0,0,0,0,0
15999,14299,94299,44,73902,4,16,1,1,1,0,0,0,1
2899,-101,-101,56,30165,3,10,0,1,0,0,0,0,0
0,0,65000,46,17490,3,6,0,1,1,0,0,0,1
49800,49800,53150,43,57645,2,18,1,0,0,0,0,0,0
0,0,50500,37,12324,9,11,0,0,0,0,0,0,1
14399,14399,104399,61,44331,3,14,1,1,0,0,0,0,1
1300,-5500,7500,27,25527,4,13,0,1,0,0,0,0,0
0,-1100,-1100,40,35190,9,12,1,1,1,0,0,0,0
9000,9000,96500,48,61830,3,12,0,1,0,0,0,0,1
0,0,20000,64,4779,6,10,0,0,0,0,0,0,1
3800,-1400,1100,31,32082,1,16,0,0,0,0,0,0,0
2800,300,300,28,33906,2,18,0,1,0,0,0,0,0
2999,-6001,72999,45,58578,2,13,0,1,1,0,0,1,1
400,-2600,3650,39,16341,2,12,0,0,0,0,0,0,1
0,0,7625,35,12114,3,12,0,0,0,0,0,0,1
549,549,71349,39,39366,2,1,0,1,1,0,0,0,1
349,-1851,-1851,33,28203,4,12,0,1,1,0,0,0,1
1500,1340,12190,27,21690,1,15,0,0,0,0,0,0,1
3338,-62,15788,30,25437,1,12,0,0,0,0,0,0,1
0,0,0,63,6480,1,6,0,0,0,0,0,0,0
0,-117200,-117200,39,14790,5,6,0,1,0,0,0,0,0
0,0,4225,25,13320,2,11,0,0,0,0,0,0,0
1000,779,20279,39,13011,1,12,0,0,0,0,0,0,1
1300,-775,24725,51,36648,3,11,0,1,1,0,0,0,1
300,100,6942,37,15018,3,12,0,0,0,0,0,0,0
0,0,0,32,26535,4,14,0,1,0,0,0,0,0
52150,52150,89850,41,59400,1,12,1,0,0,0,0,0,1
0,0,0,40,10200,3,12,1,0,0,0,0,0,0
2700,1200,1200,27,30195,3,12,0,1,1,0,0,0,0
500,-4400,-4300,25,21879,1,16,0,0,0,0,0,0,0
0,-220,280,56,12723,3,10,0,0,0,0,0,0,0
600,-9400,20200,38,36648,4,12,0,1,1,0,0,0,1
0,0,0,29,840,1,12,0,0,0,0,0,0,0
210,-3290,60,28,21582,1,16,0,0,0,0,0,0,0
0,-200,9396,34,14040,1,12,0,0,0,0,0,0,0
1950,450,25950,47,33792,6,17,0,1,0,0,0,0,1
0,-134,11866,30,29526,4,14,0,1,0,0,0,0,0
0,0,0,26,6168,4,14,0,1,1,0,0,0,0
0,0,0,50,13740,1,12,0,0,0,0,0,0,0
2550,2175,39686,49,54063,4,12,1,1,1,0,0,0,1
6500,-2000,183000,50,49164,4,14,0,1,0,0,0,0,1
500,-5800,35533,36,36699,3,18,1,0,0,0,0,0,1
2082,1482,11907,35,37965,1,17,0,0,0,0,0,0,0
25,-2475,-2475,30,22236,2,12,0,1,1,0,0,0,0
500,3600,119961,42,40740,5,12,0,1,1,0,0,1,1
10000,10000,10000,61,34920,2,12,0,1,0,0,0,0,0
649,-11351,21149,35,16077,4,12,0,1,0,0,0,0,1
1120,-9680,-686,28,22440,1,16,0,0,0,0,0,0,1
300,-700,10662,26,15315,1,12,0,0,0,0,0,1,0
1649,149,2149,32,19659,5,11,0,1,0,0,0,0,1
28500,28200,258500,52,9903,1,12,0,0,0,0,0,0,1
59,59,13559,43,30333,3,14,0,0,0,0,0,0,1
900,-2100,900,32,29172,5,12,0,1,1,0,0,0,0
1099,1099,36099,59,35241,2,8,0,1,1,0,0,0,1
275,-1125,-1125,25,16800,1,16,0,0,0,0,0,0,0
20000,34000,114350,54,17400,1,16,1,0,0,0,0,1,1
30000,29000,55000,31,48420,2,14,0,1,1,0,0,0,1
0,-50,74950,59,4320,6,12,0,1,0,0,0,0,1
0,-3550,11836,60,25356,1,4,0,0,0,0,0,0,1
0,0,130000,55,7644,2,11,1,0,0,0,0,0,1
1000,-4500,-4500,59,40290,2,13,0,1,1,0,0,0,0
0,-6000,25750,49,31944,2,13,1,0,0,0,0,0,1
1700,1700,37700,47,16260,2,10,0,0,0,0,0,0,1
7300,7300,7300,38,13740,3,18,0,0,0,0,0,0,0
1200,600,6450,51,20496,1,12,1,0,0,0,0,0,0
499,-7201,-4101,38,95955,3,16,1,1,1,0,0,0,1
4500,-2000,-2000,25,5712,1,18,0,0,0,0,0,0,0
500,-250,-250,33,24114,3,9,0,1,1,0,0,0,0
0,-1691,2309,63,10146,2,12,0,1,0,0,0,0,1
3000,2840,16840,53,13500,2,10,0,1,0,0,0,0,1
1499,1499,11999,34,41490,1,13,1,0,0,0,0,0,0
83,83,83,43,32316,4,10,1,1,1,0,0,0,0
100000,130200,378700,48,92064,5,16,1,1,1,0,0,1,1
0,0,0,35,18750,7,12,0,1,1,0,0,0,0
78998,77098,100098,49,21396,6,12,0,1,0,0,0,0,1
52000,100000,376000,59,100941,2,12,0,1,1,0,0,1,1
2051,2151,7651,36,20310,4,16,0,1,1,0,0,1,0
299,299,3749,52,20718,1,9,0,0,0,0,0,0,1
28,28,11953,43,7542,3,12,0,0,0,0,0,0,1
6448,14948,72498,47,16980,1,14,0,0,0,0,0,1,1
183,3483,14983,49,37155,5,12,0,1,1,0,0,1,1
0,0,16000,27,31089,4,13,0,1,1,0,0,0,0
1850,-150,1516,43,41139,1,18,1,0,0,0,0,0,0
13200,13200,13200,51,26280,1,16,0,0,0,0,0,0,0
0,-1500,6400,28,9240,4,12,0,1,0,0,0,0,1
6799,6499,13699,37,18696,3,17,0,1,1,0,0,0,1
0,0,0,29,21807,1,12,0,0,0,0,0,0,0
6174,3174,46069,28,52530,3,18,1,0,0,0,0,0,1
200,-11800,11200,46,33375,3,12,0,1,1,0,0,0,1
429,-21,214,35,13128,4,12,0,0,0,0,0,0,0
600,-6900,39100,43,16326,4,14,0,0,0,0,0,0,1
330,330,330,31,15300,3,12,0,1,0,0,0,0,0
200,-6300,83700,33,11238,1,16,0,0,0,0,0,0,1
25000,25000,41000,30,49200,2,13,0,1,0,0,0,0,0
13100,21700,110875,51,43680,1,16,0,0,0,0,0,1,1
103,-3197,12803,37,18429,3,12,0,0,0,0,0,0,1
6000,6000,118725,35,15336,5,14,0,0,0,0,0,0,1
0,-2500,8862,27,6606,1,12,0,0,0,0,0,0,0
0,-3000,57000,50,19920,5,12,0,1,1,0,0,0,1
11500,7300,55400,37,37920,3,14,1,1,1,0,0,0,1
0,-7000,-6500,42,32220,1,9,0,0,0,0,0,0,0
250,-2050,53750,54,45900,4,12,0,1,1,0,0,0,1
66,-234,3616,28,3204,1,12,0,0,0,0,0,0,0
1000,-2400,5300,41,30240,1,14,0,0,0,0,0,0,1
40499,43099,113099,57,89514,3,16,0,1,0,0,0,1,1
38010,38010,205010,61,26664,3,12,0,1,0,0,0,0,1
5,-7100,38500,43,59208,4,12,0,1,1,0,0,0,1
50,-1450,2075,31,22572,2,14,0,0,0,0,0,0,0
1543,1473,9473,35,41280,4,13,1,1,1,0,0,0,1
272,-788,24562,31,16020,2,13,1,0,0,0,0,0,1
1999,1999,1999,26,20724,1,12,0,0,0,0,0,0,0
24000,22850,83750,41,26856,3,12,0,1,1,0,0,0,1
900,-4600,-3400,26,37500,1,17,0,0,0,0,0,0,0
2000,600,50600,56,24819,3,12,0,1,0,0,0,0,1
4000,9000,38000,54,19950,1,12,1,0,0,0,0,1,1
1000,-6400,8800,26,36090,2,12,0,1,1,0,0,0,1
525,225,225,35,38550,2,16,0,1,1,0,0,0,0
0,0,0,27,20100,3,1,0,0,0,0,0,0,0
999,999,1499,41,3180,3,12,0,0,0,0,0,0,0
0,0,40000,26,4320,1,13,0,0,0,0,0,0,1
3010,-23990,78010,48,52206,7,12,0,1,1,0,0,0,1
150,-850,-850,35,31443,4,12,0,1,1,0,0,0,0
599,599,10599,39,47937,4,12,0,1,1,0,0,0,1
0,0,700,39,17850,6,4,0,1,0,0,0,0,0
100,100,109100,59,23004,4,16,0,1,0,0,0,0,1
400,-3450,-3450,36,14559,3,12,1,1,1,0,0,0,0
212400,232600,532600,40,48402,4,16,0,1,0,0,0,1,1
4600,39800,52200,40,132057,4,16,1,1,1,0,0,1,0
50,-1190,5310,25,16302,6,13,0,1,0,0,0,0,0
1000,345,345,25,19380,3,12,0,1,1,0,0,0,1
0,-900,274100,62,69960,9,16,1,1,0,0,0,0,1
835,635,635,28,31668,5,12,0,1,1,0,0,0,0
0,-5000,46900,32,8841,4,6,0,1,0,0,0,0,1
0,0,0,33,5775,1,6,0,0,0,0,0,0,0
600,600,600,60,3825,1,11,0,0,0,0,0,0,0
0,-10650,-10650,26,44034,2,15,1,1,1,0,0,0,0
61600,82650,202650,53,121836,3,12,0,1,1,0,0,1,1
0,0,2000,58,9720,4,8,0,1,0,0,0,0,1
5599,3599,3599,42,55740,5,13,0,1,1,0,0,0,0
600,-1400,7338,32,32064,1,12,0,0,0,0,0,0,0
2650,-2675,1325,29,33075,3,14,0,1,1,0,0,0,1
3380,-2320,-1520,26,35493,4,12,0,1,1,0,0,0,0
2300,2280,2280,30,23268,3,12,0,1,1,0,0,0,0
0,0,0,50,14292,3,11,0,1,1,0,0,0,0
82600,110500,239600,56,96147,3,13,0,1,0,0,0,1,1
1500,1500,1500,39,13566,2,12,0,0,0,0,0,0,0
99,99,99,50,25251,4,11,0,1,0,0,0,0,1
1000,1000,2000,43,11424,1,16,0,0,0,0,0,0,0
75299,75299,165299,58,33510,2,12,0,1,0,0,0,0,1
400,-4600,70400,47,13350,4,12,0,1,0,0,0,0,1
5300,5200,10625,59,6876,1,12,0,0,0,0,0,0,0
11500,51250,251250,40,120750,5,18,1,1,1,0,0,1,1
45,45,28395,62,13218,2,10,1,0,0,0,0,0,1
0,0,0,46,12750,4,6,0,1,0,0,0,0,0
24999,30999,34099,42,43500,4,14,0,1,0,0,0,1,1
90,-1120,1880,30,18378,4,12,0,1,0,0,0,0,0
5000,4500,87500,53,50700,5,16,0,1,1,0,0,0,1
50,-350,-350,29,10800,3,11,0,0,0,0,0,0,0
0,-14900,-14700,40,32832,1,14,0,0,0,0,0,0,0
1599,64599,439599,64,23136,2,12,0,1,0,0,0,1,1
0,0,500,32,8553,3,11,0,0,0,0,0,0,0
35015,35015,42515,38,53925,1,18,0,0,0,0,0,0,0
599,599,41349,41,8760,3,12,0,0,0,0,0,0,1
37100,36950,73000,37,14400,2,16,0,0,0,0,0,0,1
3270,9370,126370,57,55539,2,12,0,1,1,0,0,1,1
10000,10000,16000,28,51117,2,18,1,1,1,0,0,0,1
1230,-16270,-15070,25,19131,1,14,0,0,0,0,0,0,0
99,99,99,30,19386,2,14,0,0,0,0,0,0,0
19252,24352,28877,25,43050,1,18,0,0,0,0,0,1,0
0,0,0,39,10350,4,12,0,0,0,0,0,0,0
449,-11551,-8976,39,21603,3,12,0,0,0,0,0,0,0
0,0,1400,33,5160,1,12,0,0,0,0,0,0,0
0,0,0,63,16500,3,12,0,1,1,0,0,0,0
30,-1820,43276,46,46356,3,18,1,0,0,0,0,0,1
98854,82395,176629,52,21492,2,12,0,0,0,0,0,1,1
2200,2200,2200,41,15432,1,16,0,0,0,0,0,0,0
0,-1329,-829,38,12915,3,12,0,0,0,0,0,0,0
5099,2099,47099,49,14970,4,12,0,1,0,0,0,0,1
4285,2085,88605,46,33408,1,15,1,0,0,0,0,0,1
5049,2949,5282,29,7500,1,12,0,0,0,0,0,0,0
2600,1500,3000,49,16284,1,10,0,0,0,0,0,0,0
14999,44999,125999,51,17700,2,12,0,0,0,0,0,1,1
5982,-2308,49692,40,29700,4,16,1,1,1,0,0,0,1
30000,29700,93700,45,17400,3,10,0,1,0,0,0,0,1
6499,25699,94699,28,58923,2,16,0,1,1,0,0,1,1
999,999,37999,42,28503,2,12,0,1,1,0,0,0,1
3500,-1500,15375,46,96060,1,12,0,0,0,0,0,0,0
0,0,0,37,5235,3,12,0,0,0,0,0,0,0
2000,2000,5931,64,30192,2,16,0,1,0,0,0,0,0
20,-29980,-24037,49,22980,2,16,0,0,0,0,0,0,0
620,-1530,20470,42,75036,5,13,0,1,1,0,0,1,1
67230,91230,91980,56,28260,1,16,0,0,0,0,0,1,0
609,-791,67209,47,18195,10,12,1,1,1,0,0,0,1
0,0,200,40,7461,6,12,0,0,0,0,0,0,0
1000,1000,11800,41,46791,3,18,1,1,1,0,0,0,1
4500,4415,4415,41,26610,4,16,0,1,0,0,0,0,0
1335,-915,112585,39,54066,5,17,1,1,1,0,0,0,1
1400,-4100,25900,39,43089,4,18,1,1,1,0,0,0,1
249,49,4574,25,14781,2,12,0,0,0,0,0,0,0
999,7999,320829,37,51060,1,15,0,0,0,0,0,1,1
0,0,100,32,14529,4,12,0,0,0,0,0,0,0
950,-50,25050,52,44400,2,16,1,1,1,0,0,0,1
0,-495,-495,25,28254,3,12,0,1,1,0,0,0,0
7000,34890,146890,45,65040,2,14,0,1,1,0,0,1,1
2000,800,89925,42,24600,1,12,0,0,0,0,0,0,1
1199,-11501,88499,46,33726,4,6,0,1,1,0,0,0,1
1163,1163,1163,32,55680,5,12,0,1,1,0,0,0,1
30700,16700,73700,64,65373,2,16,0,1,0,0,0,0,1
70,290,290,45,63300,2,12,0,1,1,0,0,1,0
0,0,0,29,16203,4,12,1,1,1,0,0,0,0
1000,-2275,50725,41,34353,2,17,0,0,0,0,0,1,1
6000,4500,28450,34,48078,1,18,1,0,0,0,0,1,1
17000,16700,351700,59,27942,2,12,0,1,0,0,0,0,1
2830,5330,13330,27,25284,1,16,0,0,0,0,0,1,0
50,-1350,10650,46,17865,3,12,0,1,1,0,0,0,0
14999,14984,15984,26,23787,3,14,0,1,0,0,0,0,1
0,0,0,30,13110,3,11,0,0,0,0,0,0,0
500,-3300,141700,39,60030,5,15,0,1,0,0,0,0,1
660,281,64281,45,57675,4,18,1,1,1,0,0,0,1
0,0,675,30,18399,2,13,1,0,0,0,0,0,0
50240,51740,254240,38,50016,3,18,0,1,1,0,0,1,1
9050,7455,38328,40,68850,2,15,1,1,1,0,0,0,1
400,400,15410,30,21036,3,12,0,1,0,0,0,0,1
3528,3328,18328,30,44613,4,16,1,1,1,0,0,0,1
182,182,182,32,10929,1,12,0,0,0,0,0,0,0
99,99,18099,49,42690,4,12,0,1,1,0,0,0,1
4,-4596,-3846,25,30834,3,14,0,0,0,0,0,0,0
499,499,30849,60,13290,1,7,0,0,0,0,0,0,1
0,0,13596,35,17640,4,15,1,0,0,0,0,0,0
75866,99789,246789,61,66528,2,12,0,1,0,0,0,1,1
15199,14699,20399,25,26400,1,9,0,0,0,0,0,0,0
250,250,250,36,18054,6,9,0,1,0,0,0,0,0
1200,1120,3820,44,20505,1,12,1,0,0,0,0,0,0
0,0,22000,36,40800,5,12,0,1,1,0,0,0,1
500,500,24000,40,62745,7,11,1,1,1,0,0,0,1
649,-351,-351,36,48351,4,12,0,1,1,0,0,0,0
125,125,1125,31,17145,1,14,0,0,0,0,0,0,0
0,0,1000,26,12084,2,12,0,0,0,0,0,0,0
