State,id,unemployment,median_income,uninsured,year,County,MedicaidStatus,AdoptedYear,SID
Georgia,0500000US13051,6.9,55308,14.9,2018,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,3.9,82069,11.8,2018,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,5.3,42232,14.3,2018,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,6.1,46646,18.6,2018,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,3.7,78894,12.6,2018,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,5.1,82024,5.7,2018,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,2.6,69240,13.2,2018,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,5.4,64461,14.5,2018,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,11.3,39659,17.5,2018,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,4.8,60829,13.4,2018,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,3.2,93468,6.7,2018,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,2.9,38462,14,2018,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,2.6,104687,8.9,2018,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,4.5,70930,11,2018,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,3.4,55196,12.4,2018,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,3.5,72184,16,2018,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,3.2,61699,16.4,2018,Hall County,Not Adopted,0,173
Georgia,0500000US13151,4,73541,12.7,2018,Henry County,Not Adopted,0,174
Georgia,0500000US13153,5,58965,10.2,2018,Houston County,Not Adopted,0,175
Georgia,0500000US13157,2.3,73150,10.8,2018,Jackson County,Not Adopted,0,188
Georgia,0500000US13185,4.2,34886,17.6,2018,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,10,47288,12.8,2018,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,4.8,57344,14.9,2018,Newton County,Not Adopted,0,179
Georgia,0500000US13223,3.7,73084,11.7,2018,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,7.5,39413,14.5,2018,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,5.1,61222,14.5,2018,Rockdale County,Not Adopted,0,182
Georgia,0500000US13255,4.5,42920,16.3,2018,Spalding County,Not Adopted,0,189
Georgia,0500000US13285,4.5,44260,9.2,2018,Troup County,Not Adopted,0,183
Georgia,0500000US13295,5.9,42609,13.1,2018,Walker County,Not Adopted,0,184
Georgia,0500000US13297,2.5,66640,14.4,2018,Walton County,Not Adopted,0,185
Georgia,0500000US13313,4.8,45028,15.7,2018,Whitfield County,Not Adopted,0,186
Georgia,0500000US13013,4.5,69890,13.8,2019,Barrow County,Not Adopted,0,152
Georgia,0500000US13015,4.5,59911,15.8,2019,Bartow County,Not Adopted,0,153
Georgia,0500000US13021,7.4,42140,12.9,2019,Bibb County,Not Adopted,0,154
Georgia,0500000US13031,6,50436,12.9,2019,Bulloch County,Not Adopted,0,155
Georgia,0500000US13045,8.5,61133,15.4,2019,Carroll County,Not Adopted,0,156
Georgia,0500000US13047,3.4,61487,8.1,2019,Catoosa County,Not Adopted,0,187
Georgia,0500000US13051,6.1,57611,15.8,2019,Chatham County,Not Adopted,0,157
Georgia,0500000US13057,2.7,86404,12.3,2019,Cherokee County,Not Adopted,0,158
Georgia,0500000US13059,4.6,39799,12.7,2019,Clarke County,Not Adopted,0,159
Georgia,0500000US13063,6.9,51093,18.9,2019,Clayton County,Not Adopted,0,160
Georgia,0500000US13067,3.5,79601,12.8,2019,Cobb County,Not Adopted,0,161
Georgia,0500000US13073,3.4,88761,9,2019,Columbia County,Not Adopted,0,162
Georgia,0500000US13077,2.2,78423,8.5,2019,Coweta County,Not Adopted,0,163
Georgia,0500000US13089,4.9,63652,14.3,2019,DeKalb County,Not Adopted,0,164
Georgia,0500000US13095,12.5,35062,18.5,2019,Dougherty County,Not Adopted,0,165
Georgia,0500000US13097,6,62669,11.4,2019,Douglas County,Not Adopted,0,166
Georgia,0500000US13113,2.4,92172,8.3,2019,Fayette County,Not Adopted,0,167
Georgia,0500000US13115,4.2,50880,14.8,2019,Floyd County,Not Adopted,0,168
Georgia,0500000US13117,2.9,112108,8.1,2019,Forsyth County,Not Adopted,0,169
Georgia,0500000US13121,4.2,80013,8.8,2019,Fulton County,Not Adopted,0,170
Georgia,0500000US13127,4.8,59004,15.6,2019,Glynn County,Not Adopted,0,171
Georgia,0500000US13135,3.2,72109,16.6,2019,Gwinnett County,Not Adopted,0,172
Georgia,0500000US13139,3.9,67467,18.4,2019,Hall County,Not Adopted,0,173
Georgia,0500000US13151,5.2,71939,9.2,2019,Henry County,Not Adopted,0,174
Georgia,0500000US13153,4.2,66740,12.3,2019,Houston County,Not Adopted,0,175
Georgia,0500000US13157,2.3,65063,11.7,2019,Jackson County,Not Adopted,0,188
Georgia,0500000US13185,6.7,45683,18,2019,Lowndes County,Not Adopted,0,177
Georgia,0500000US13215,6.5,46934,10.5,2019,Muscogee County,Not Adopted,0,178
Georgia,0500000US13217,4.3,57254,16,2019,Newton County,Not Adopted,0,179
Georgia,0500000US13223,4.6,75800,13.6,2019,Paulding County,Not Adopted,0,180
Georgia,0500000US13245,5.8,44973,11,2019,Richmond County,Not Adopted,0,181
Georgia,0500000US13247,6.8,60560,15.5,2019,Rockdale County,Not Adopted,0,182
Georgia,0500000US13255,3.6,51677,14,2019,Spalding County,Not Adopted,0,189
Georgia,0500000US13285,3.6,46198,14.5,2019,Troup County,Not Adopted,0,183
Georgia,0500000US13295,6.7,47856,14,2019,Walker County,Not Adopted,0,184
Georgia,0500000US13297,7,66176,13.8,2019,Walton County,Not Adopted,0,185
Georgia,0500000US13313,4.8,52198,16.3,2019,Whitfield County,Not Adopted,0,186
Hawaii,0500000US15001,6.5,46479,9.4,2011,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,4.2,66146,6,2011,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,4.7,60751,11.2,2011,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,6,60147,9.4,2011,Maui County,Adopted,2014,193
Hawaii,0500000US15001,5.2,50285,9.2,2012,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,4,71404,5.8,2012,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,4.7,59238,9.5,2012,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,5.5,61207,9.4,2012,Maui County,Adopted,2014,193
Hawaii,0500000US15001,9.7,48399,10.6,2013,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,5.2,73388,5.4,2013,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,5.8,60155,9,2013,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,7,65558,8.9,2013,Maui County,Adopted,2014,193
Hawaii,0500000US15001,5.4,52788,5.7,2014,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,5.2,74634,4.7,2014,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,4,64847,5.8,2014,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,6.9,67013,7.7,2014,Maui County,Adopted,2014,193
Hawaii,0500000US15001,6.8,60033,4.7,2015,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,4.8,77273,3.6,2015,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,3.7,77140,4.3,2015,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,4.4,70497,5.1,2015,Maui County,Adopted,2014,193
Hawaii,0500000US15001,6.5,55750,3.4,2016,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,4.1,80513,3.2,2016,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,5.9,71344,4.5,2016,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,3.6,72257,5.4,2016,Maui County,Adopted,2014,193
Hawaii,0500000US15001,5.5,57545,6.1,2017,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,3.9,81284,3.3,2017,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,3.7,83860,3.3,2017,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,4.4,80241,4.6,2017,Maui County,Adopted,2014,193
Hawaii,0500000US15001,5.2,57571,5.9,2018,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,3.7,84423,3.4,2018,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,2.6,80921,6.5,2018,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,3.5,82885,4.6,2018,Maui County,Adopted,2014,193
Hawaii,0500000US15001,5.7,67075,4.4,2019,Hawaii County,Adopted,2014,190
Hawaii,0500000US15003,3.6,87470,3.6,2019,Honolulu County,Adopted,2014,191
Hawaii,0500000US15007,2.6,81971,5.1,2019,Kauai County,Adopted,2014,192
Hawaii,0500000US15009,3.7,80754,6.3,2019,Maui County,Adopted,2014,193
Idaho,0500000US16001,7,49643,11.5,2011,Ada County,Adopted,2019,194
Idaho,0500000US16005,4.7,41097,14.9,2011,Bannock County,Adopted,2019,195
Idaho,0500000US16019,4.6,47828,11.7,2011,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,8.8,38470,21.3,2011,Canyon County,Adopted,2019,197
Idaho,0500000US16055,7.1,47782,18.1,2011,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,6.3,42015,19.4,2011,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,4.8,53909,13.6,2012,Ada County,Adopted,2019,194
Idaho,0500000US16005,4.9,42832,16,2012,Bannock County,Adopted,2019,195
Idaho,0500000US16019,4.5,49450,15.1,2012,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,6.2,41555,18.6,2012,Canyon County,Adopted,2019,197
Idaho,0500000US16055,6.5,46870,15.4,2012,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,3,40745,21.7,2012,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,5.8,52542,12.1,2013,Ada County,Adopted,2019,194
Idaho,0500000US16005,6.9,42174,13.3,2013,Bannock County,Adopted,2019,195
Idaho,0500000US16019,6.7,49884,18.4,2013,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,9.4,41941,17.6,2013,Canyon County,Adopted,2019,197
Idaho,0500000US16055,7.9,54919,17.3,2013,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,5.9,47403,15.9,2013,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,4.3,57716,9.3,2014,Ada County,Adopted,2019,194
Idaho,0500000US16005,6.8,44018,10.3,2014,Bannock County,Adopted,2019,195
Idaho,0500000US16019,4.1,49626,11.5,2014,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,7.2,43250,18.7,2014,Canyon County,Adopted,2019,197
Idaho,0500000US16055,8.3,48776,15.2,2014,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,3.9,43624,12,2014,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,5,57399,8.3,2015,Ada County,Adopted,2019,194
Idaho,0500000US16005,8.4,41530,11.1,2015,Bannock County,Adopted,2019,195
Idaho,0500000US16019,3.8,53355,10.8,2015,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,8.3,42786,13.9,2015,Canyon County,Adopted,2019,197
Idaho,0500000US16055,3.6,47860,9.8,2015,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,4.9,45499,13.9,2015,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,3.7,61301,8,2016,Ada County,Adopted,2019,194
Idaho,0500000US16005,6.1,48429,6.9,2016,Bannock County,Adopted,2019,195
Idaho,0500000US16019,2.7,59706,7,2016,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,7.8,48437,14,2016,Canyon County,Adopted,2019,197
Idaho,0500000US16055,6.1,51765,9.8,2016,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,2.4,51210,9.1,2016,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,3.1,60858,8,2017,Ada County,Adopted,2019,194
Idaho,0500000US16005,4.4,51612,8,2017,Bannock County,Adopted,2019,195
Idaho,0500000US16019,3.2,53478,6.9,2017,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,5.6,47324,14,2017,Canyon County,Adopted,2019,197
Idaho,0500000US16055,5.2,57219,7.5,2017,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,3.1,51589,13.6,2017,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,3.5,66405,8.1,2018,Ada County,Adopted,2019,194
Idaho,0500000US16005,5.7,50748,11.1,2018,Bannock County,Adopted,2019,195
Idaho,0500000US16019,5.9,58729,9.8,2018,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,4.9,53374,14.7,2018,Canyon County,Adopted,2019,197
Idaho,0500000US16055,3.7,55236,10.9,2018,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,2.4,51196,11.9,2018,Twin Falls County,Adopted,2019,199
Idaho,0500000US16001,3.8,72021,8.7,2019,Ada County,Adopted,2019,194
Idaho,0500000US16005,3.4,51989,9.7,2019,Bannock County,Adopted,2019,195
Idaho,0500000US16019,1.1,64618,8.2,2019,Bonneville County,Adopted,2019,196
Idaho,0500000US16027,2.8,58945,13,2019,Canyon County,Adopted,2019,197
Idaho,0500000US16055,2,62579,11.1,2019,Kootenai County,Adopted,2019,198
Idaho,0500000US16083,3.5,56276,11.1,2019,Twin Falls County,Adopted,2019,199
Illinois,0500000US17001,4.4,42635,11.1,2011,Adams County,Adopted,2014,200
Illinois,0500000US17019,5.9,39591,9.3,2011,Champaign County,Adopted,2014,201
Illinois,0500000US17031,8.5,50813,17,2011,Cook County,Adopted,2014,202
Illinois,0500000US17037,8.9,51327,10,2011,DeKalb County,Adopted,2014,203
Illinois,0500000US17043,6.6,74072,9.5,2011,DuPage County,Adopted,2014,204
Illinois,0500000US17089,6.9,66497,13.3,2011,Kane County,Adopted,2014,205
Illinois,0500000US17091,7.7,45669,11.7,2011,Kankakee County,Adopted,2014,206
Illinois,0500000US17093,5.8,80655,4.9,2011,Kendall County,Adopted,2014,207
Illinois,0500000US17097,7.1,74266,11.5,2011,Lake County,Adopted,2014,208
Illinois,0500000US17099,6.4,48935,10,2011,LaSalle County,Adopted,2014,209
Illinois,0500000US17111,8.7,70117,9.1,2011,McHenry County,Adopted,2014,210
Illinois,0500000US17113,5.4,57799,6.7,2011,McLean County,Adopted,2014,211
Illinois,0500000US17115,6.1,44415,11.8,2011,Macon County,Adopted,2014,212
Illinois,0500000US17119,6.4,50372,11,2011,Madison County,Adopted,2014,213
Illinois,0500000US17143,7.2,48988,9.8,2011,Peoria County,Adopted,2014,214
Illinois,0500000US17161,4.7,43597,9.8,2011,Rock Island County,Adopted,2014,215
Illinois,0500000US17163,5.4,50318,10.5,2011,St. Clair County,Adopted,2014,216
Illinois,0500000US17167,5.9,51075,10.2,2011,Sangamon County,Adopted,2014,217
Illinois,0500000US17179,4.2,49237,9.7,2011,Tazewell County,Adopted,2014,218
Illinois,0500000US17183,6.4,40869,11.7,2011,Vermilion County,Adopted,2014,219
Illinois,0500000US17197,7.1,71882,9,2011,Will County,Adopted,2014,220
Illinois,0500000US17199,4,40439,10.9,2011,Williamson County,Adopted,2014,221
Illinois,0500000US17201,8.4,43603,13.6,2011,Winnebago County,Adopted,2014,222
Illinois,0500000US17001,4.9,46378,9.1,2012,Adams County,Adopted,2014,200
Illinois,0500000US17019,4.3,46375,8,2012,Champaign County,Adopted,2014,201
Illinois,0500000US17031,8,52174,16.3,2012,Cook County,Adopted,2014,202
Illinois,0500000US17037,7.9,45901,11.2,2012,DeKalb County,Adopted,2014,203
Illinois,0500000US17043,5.9,78268,9.8,2012,DuPage County,Adopted,2014,204
Illinois,0500000US17089,6.8,64638,14.3,2012,Kane County,Adopted,2014,205
Illinois,0500000US17091,6.2,51703,12.1,2012,Kankakee County,Adopted,2014,206
Illinois,0500000US17093,4.5,77361,7,2012,Kendall County,Adopted,2014,207
Illinois,0500000US17097,6,74334,11,2012,Lake County,Adopted,2014,208
Illinois,0500000US17099,7,49183,10.9,2012,LaSalle County,Adopted,2014,209
Illinois,0500000US17111,7.1,76683,9,2012,McHenry County,Adopted,2014,210
Illinois,0500000US17113,4.2,62117,7.3,2012,McLean County,Adopted,2014,211
Illinois,0500000US17115,8.5,44533,11.2,2012,Macon County,Adopted,2014,212
Illinois,0500000US17119,5.8,51688,9.8,2012,Madison County,Adopted,2014,213
Illinois,0500000US17143,5.2,46450,11.3,2012,Peoria County,Adopted,2014,214
Illinois,0500000US17161,5.3,50320,9.8,2012,Rock Island County,Adopted,2014,215
Illinois,0500000US17163,5.8,46505,12.2,2012,St. Clair County,Adopted,2014,216
Illinois,0500000US17167,5.4,55498,9.4,2012,Sangamon County,Adopted,2014,217
Illinois,0500000US17179,3,61339,8.3,2012,Tazewell County,Adopted,2014,218
Illinois,0500000US17183,7.8,40311,12.8,2012,Vermilion County,Adopted,2014,219
Illinois,0500000US17197,6.2,72180,9,2012,Will County,Adopted,2014,220
Illinois,0500000US17199,5.8,40658,12.6,2012,Williamson County,Adopted,2014,221
Illinois,0500000US17201,8.1,49144,12.6,2012,Winnebago County,Adopted,2014,222
Illinois,0500000US17001,7.7,41327,8.5,2013,Adams County,Adopted,2014,200
Illinois,0500000US17019,6.5,45682,9.3,2013,Champaign County,Adopted,2014,201
Illinois,0500000US17031,11.1,53827,16.6,2013,Cook County,Adopted,2014,202
Illinois,0500000US17037,10.5,52867,10.7,2013,DeKalb County,Adopted,2014,203
Illinois,0500000US17043,6.8,76195,9.3,2013,DuPage County,Adopted,2014,204
Illinois,0500000US17089,7.9,72108,13.7,2013,Kane County,Adopted,2014,205
Illinois,0500000US17091,10.6,49761,10,2013,Kankakee County,Adopted,2014,206
Illinois,0500000US17093,10,74859,7.1,2013,Kendall County,Adopted,2014,207
Illinois,0500000US17097,8.3,74869,11.5,2013,Lake County,Adopted,2014,208
Illinois,0500000US17099,11.2,48552,10.8,2013,LaSalle County,Adopted,2014,209
Illinois,0500000US17111,8.1,75449,8.8,2013,McHenry County,Adopted,2014,210
Illinois,0500000US17113,4.9,61846,7.2,2013,McLean County,Adopted,2014,211
Illinois,0500000US17115,11.2,45957,8.4,2013,Macon County,Adopted,2014,212
Illinois,0500000US17119,9.5,54101,8.4,2013,Madison County,Adopted,2014,213
Illinois,0500000US17143,7.9,49391,9.6,2013,Peoria County,Adopted,2014,214
Illinois,0500000US17161,8.5,48159,10.8,2013,Rock Island County,Adopted,2014,215
Illinois,0500000US17163,9.4,48136,11.9,2013,St. Clair County,Adopted,2014,216
Illinois,0500000US17167,8.5,55317,8.2,2013,Sangamon County,Adopted,2014,217
Illinois,0500000US17179,7.8,56656,8.6,2013,Tazewell County,Adopted,2014,218
Illinois,0500000US17183,11.6,45089,11.3,2013,Vermilion County,Adopted,2014,219
Illinois,0500000US17197,8.7,74397,9.5,2013,Will County,Adopted,2014,220
Illinois,0500000US17199,8.7,44418,11.3,2013,Williamson County,Adopted,2014,221
Illinois,0500000US17201,11.5,46946,10.6,2013,Winnebago County,Adopted,2014,222
Illinois,0500000US17001,6.3,45606,6.4,2014,Adams County,Adopted,2014,200
Illinois,0500000US17019,5.4,46776,7.6,2014,Champaign County,Adopted,2014,201
Illinois,0500000US17031,9.7,55069,12.5,2014,Cook County,Adopted,2014,202
Illinois,0500000US17037,8.7,56450,7.5,2014,DeKalb County,Adopted,2014,203
Illinois,0500000US17043,5.8,80015,7.9,2014,DuPage County,Adopted,2014,204
Illinois,0500000US17089,6.4,72541,10.3,2014,Kane County,Adopted,2014,205
Illinois,0500000US17091,7.6,58378,7.4,2014,Kankakee County,Adopted,2014,206
Illinois,0500000US17093,6.9,90072,3.6,2014,Kendall County,Adopted,2014,207
Illinois,0500000US17097,6.3,77772,8.7,2014,Lake County,Adopted,2014,208
Illinois,0500000US17099,10.5,50432,7.7,2014,LaSalle County,Adopted,2014,209
Illinois,0500000US17111,5.6,76628,7.2,2014,McHenry County,Adopted,2014,210
Illinois,0500000US17113,4.8,58061,4.4,2014,McLean County,Adopted,2014,211
Illinois,0500000US17115,9.9,47574,6.7,2014,Macon County,Adopted,2014,212
Illinois,0500000US17119,7.7,54438,6.2,2014,Madison County,Adopted,2014,213
Illinois,0500000US17143,8.6,52352,7.8,2014,Peoria County,Adopted,2014,214
Illinois,0500000US17161,7.8,47751,9.9,2014,Rock Island County,Adopted,2014,215
Illinois,0500000US17163,7.1,50428,9.1,2014,St. Clair County,Adopted,2014,216
Illinois,0500000US17167,7.2,55103,6.6,2014,Sangamon County,Adopted,2014,217
Illinois,0500000US17179,3.9,60801,4.3,2014,Tazewell County,Adopted,2014,218
Illinois,0500000US17183,11.8,41690,7.7,2014,Vermilion County,Adopted,2014,219
Illinois,0500000US17197,6,74828,8.6,2014,Will County,Adopted,2014,220
Illinois,0500000US17199,5.4,49153,7.4,2014,Williamson County,Adopted,2014,221
Illinois,0500000US17201,11,47121,9.1,2014,Winnebago County,Adopted,2014,222
Illinois,0500000US17001,5.9,46528,5.6,2015,Adams County,Adopted,2014,200
Illinois,0500000US17019,4.5,50252,4.4,2015,Champaign County,Adopted,2014,201
Illinois,0500000US17031,8.3,56851,9.4,2015,Cook County,Adopted,2014,202
Illinois,0500000US17037,8.6,55471,6.5,2015,DeKalb County,Adopted,2014,203
Illinois,0500000US17043,4.6,81559,5.2,2015,DuPage County,Adopted,2014,204
Illinois,0500000US17089,5.3,70359,9.1,2015,Kane County,Adopted,2014,205
Illinois,0500000US17091,7.6,53850,7.1,2015,Kankakee County,Adopted,2014,206
Illinois,0500000US17093,NA,85979,3.1,2015,Kendall County,Adopted,2014,207
Illinois,0500000US17097,5.8,82113,7.7,2015,Lake County,Adopted,2014,208
Illinois,0500000US17099,7.2,51936,6,2015,LaSalle County,Adopted,2014,209
Illinois,0500000US17111,4.2,80125,5.4,2015,McHenry County,Adopted,2014,210
Illinois,0500000US17113,3.7,65304,3.4,2015,McLean County,Adopted,2014,211
Illinois,0500000US17115,6.5,48040,5.1,2015,Macon County,Adopted,2014,212
Illinois,0500000US17119,7.3,52664,4.7,2015,Madison County,Adopted,2014,213
Illinois,0500000US17143,8.5,53837,4.4,2015,Peoria County,Adopted,2014,214
Illinois,0500000US17161,6.8,50542,4.3,2015,Rock Island County,Adopted,2014,215
Illinois,0500000US17163,9.4,50347,6.4,2015,St. Clair County,Adopted,2014,216
Illinois,0500000US17167,7.1,57576,3.7,2015,Sangamon County,Adopted,2014,217
Illinois,0500000US17179,4.2,57020,3.5,2015,Tazewell County,Adopted,2014,218
Illinois,0500000US17183,7.4,45098,5.2,2015,Vermilion County,Adopted,2014,219
Illinois,0500000US17197,5.9,75992,5,2015,Will County,Adopted,2014,220
Illinois,0500000US17199,6.5,48736,3.5,2015,Williamson County,Adopted,2014,221
Illinois,0500000US17201,9.4,49578,5.5,2015,Winnebago County,Adopted,2014,222
Illinois,0500000US17001,5.5,51624,4.6,2016,Adams County,Adopted,2014,200
